,CustomerID,Recency,Frequency,Monetary,R,F,M
4110,17929.0,11,5,834.5,4,3,3
3174,16644.0,177,2,833.78,1,2,3
2608,15862.0,8,4,832.88,4,3,3
286,12693.0,120,6,830.96,2,4,3
996,13681.0,17,4,827.83,3,3,3
3250,16747.0,25,4,826.96,3,3,3
94,12461.0,94,2,826.88,2,2,3
3068,16494.0,296,1,826.53,1,1,3
4104,17921.0,64,4,826.52,2,3,3
2915,16284.0,31,2,823.97,3,2,3
1399,14231.0,179,5,822.06,1,3,3
1155,13893.0,297,1,821.1,1,1,3
665,13220.0,78,4,819.29,2,3,3
3992,17764.0,50,2,818.82,2,2,3
3557,17169.0,50,4,816.88,2,3,3
3398,16943.0,211,3,816.73,1,3,3
3114,16560.0,21,3,816.51,3,3,3
2778,16108.0,84,2,816.1,2,2,3
2445,15649.0,336,2,816.0,1,2,3
2258,15399.0,1,3,815.77,4,3,3
1593,14499.0,26,3,815.32,3,3,3
712,13280.0,122,3,814.86,2,3,3
3044,16460.0,28,3,814.72,3,3,3
4203,18064.0,133,2,814.0,2,2,3
3493,17075.0,17,5,813.77,3,3,3
3142,16600.0,4,6,813.52,4,4,3
3158,16621.0,51,4,813.48,2,3,3
1533,14421.0,57,2,813.11,2,2,3
2441,15644.0,166,4,813.0,1,3,3
4151,17980.0,165,3,811.45,1,3,3
2351,15525.0,2,4,811.02,4,3,3
2909,16276.0,176,1,810.6,1,1,3
3160,16624.0,80,2,810.57,2,2,3
966,13637.0,52,3,810.5,2,3,3
3186,16660.0,16,5,810.45,4,3,3
3358,16891.0,1,5,809.7,4,3,3
3521,17115.0,8,5,806.9,4,3,3
2667,15952.0,33,4,806.57,3,3,3
1014,13707.0,267,2,806.41,1,2,3
59,12421.0,15,5,806.27,4,3,3
3343,16869.0,22,5,805.62,3,3,3
2974,16367.0,37,2,804.49,3,2,3
349,12778.0,19,7,804.23,3,4,3
60,12422.0,95,3,803.56,2,3,3
1177,13929.0,169,3,802.85,1,3,3
2824,16164.0,17,4,802.53,3,3,3
4357,18265.0,72,2,801.51,2,2,3
3298,16806.0,103,4,801.49,2,3,3
4094,17905.0,71,4,800.24,2,3,3
1025,13720.0,116,4,799.9,2,3,3
1573,14475.0,71,6,799.82,2,4,3
528,13030.0,11,2,799.48,4,2,3
3947,17703.0,35,3,798.74,3,3,3
3027,16438.0,5,5,798.35,4,3,3
791,13389.0,11,3,797.96,4,3,3
291,12701.0,79,2,797.71,2,2,3
753,13336.0,77,1,795.12,2,1,3
2692,15990.0,44,2,792.11,3,2,3
629,13167.0,18,4,791.33,3,3,3
519,13016.0,73,3,789.89,2,3,3
744,13323.0,3,5,787.85,4,3,3
2564,15806.0,46,3,784.58,3,3,3
2516,15743.0,16,4,784.46,4,3,3
3710,17387.0,19,2,784.11,3,2,3
2740,16054.0,145,1,783.9,1,1,3
4344,18248.0,113,4,783.02,2,3,3
3443,17006.0,4,4,781.78,4,3,3
3672,17341.0,156,3,781.36,1,3,3
1147,13884.0,7,6,781.3,4,4,3
2471,15679.0,24,4,781.28,3,3,3
930,13583.0,155,1,781.03,1,1,3
660,13212.0,9,4,780.58,4,3,3
1701,14644.0,9,4,780.46,4,3,3
4016,17797.0,22,3,780.43,3,3,3
3565,17180.0,56,6,780.38,2,4,3
322,12735.0,315,2,779.57,1,2,3
2764,16092.0,98,5,779.36,2,3,3
1825,14815.0,36,2,778.5,3,2,3
3730,17414.0,43,2,778.0,3,2,3
3077,16505.0,31,1,777.6,3,1,3
915,13563.0,84,2,777.53,2,2,3
63,12425.0,78,1,777.2,2,1,3
2224,15353.0,254,2,777.02,1,2,3
757,13341.0,260,1,775.85,1,1,3
1402,14234.0,22,4,775.46,3,3,3
3313,16825.0,38,2,775.18,3,2,3
3233,16725.0,302,8,775.07,1,4,3
2268,15414.0,9,3,774.9,4,3,3
2733,16043.0,37,4,773.99,3,3,3
2011,15075.0,77,1,773.03,2,1,3
783,13375.0,81,2,772.9,2,2,3
3261,16759.0,7,4,772.84,4,3,3
482,12965.0,89,1,771.91,2,1,3
3726,17409.0,184,2,771.85,1,2,3
1716,14662.0,28,4,771.17,3,3,3
233,12628.0,4,4,769.61,4,3,3
3060,16480.0,75,1,769.29,2,1,3
4329,18228.0,50,3,769.2,2,3,3
769,13356.0,80,1,768.24,2,1,3
3806,17516.0,15,5,768.08,4,3,3
585,13109.0,2,5,766.84,4,3,3
1940,14976.0,57,8,765.86,2,4,3
1636,14550.0,10,2,765.62,4,2,3
1723,14672.0,234,2,765.55,1,2,3
3940,17695.0,131,2,765.34,2,2,3
1874,14885.0,131,1,765.32,2,1,3
72,12434.0,84,4,765.19,2,3,3
2138,15239.0,10,3,764.34,4,3,3
3627,17268.0,107,4,763.64,2,3,3
3772,17466.0,10,2,763.28,4,2,3
4258,18136.0,63,4,761.83,2,3,3
2407,15599.0,26,2,761.74,3,2,3
2855,16205.0,30,4,761.38,3,3,3
1525,14412.0,35,3,761.33,3,3,3
2003,15066.0,31,2,760.59,3,2,3
3738,17425.0,19,2,759.17,3,2,3
2727,16036.0,87,2,758.92,2,2,3
2383,15568.0,2,3,758.29,4,3,3
3768,17461.0,22,3,757.46,3,3,3
3052,16470.0,51,5,757.44,2,3,3
1873,14883.0,18,7,756.64,3,4,3
4234,18104.0,37,1,754.64,3,1,3
1033,13730.0,135,2,752.6,2,2,3
3541,17146.0,105,3,749.78,2,3,3
1903,14923.0,50,1,749.1,2,1,3
3728,17411.0,12,4,748.94,4,3,3
2010,15074.0,105,1,748.87,2,1,3
2451,15656.0,45,4,748.5,3,3,3
2584,15831.0,58,4,747.76,2,3,3
3520,17114.0,5,10,747.22,4,4,3
2421,15618.0,32,5,747.03,3,3,3
2359,15533.0,19,5,746.92,3,3,3
2899,16261.0,17,4,746.83,3,3,3
1267,14050.0,31,2,746.36,3,2,3
1808,14790.0,16,4,745.06,4,3,3
3271,16770.0,57,6,744.9,2,4,3
767,13354.0,71,1,743.53,2,1,3
24,12374.0,25,1,742.93,3,1,3
1051,13753.0,287,1,741.26,1,1,3
1161,13900.0,183,3,740.95,1,3,3
4145,17974.0,24,3,740.79,3,3,3
2148,15252.0,36,2,740.78,3,2,3
749,13329.0,31,4,740.4,3,3,3
3384,16924.0,21,4,739.5,3,3,3
210,12603.0,21,1,739.2,3,1,3
1783,14756.0,15,1,738.96,4,1,3
489,12976.0,211,1,738.6,1,1,3
4150,17979.0,35,5,737.81,3,3,3
4273,18156.0,12,2,734.94,4,2,3
3461,17034.0,16,4,734.57,4,3,3
2810,16146.0,157,3,734.13,1,3,3
98,12465.0,7,3,733.89,4,3,3
3937,17692.0,127,5,733.44,2,3,3
2895,16256.0,257,2,732.63,1,2,3
4024,17812.0,12,4,732.16,4,3,3
925,13575.0,23,5,732.07,3,3,3
2770,16099.0,50,3,731.9,2,3,3
3066,16491.0,46,1,731.5,3,1,3
1800,14778.0,127,2,730.86,2,2,3
4185,18035.0,35,3,730.4,3,3,3
560,13077.0,1,4,729.27,4,3,3
1193,13950.0,11,5,728.56,4,3,3
3916,17666.0,3,2,728.16,4,2,3
678,13236.0,24,3,727.27,3,3,3
1272,14055.0,106,1,725.64,2,1,3
311,12723.0,3,5,725.07,4,3,3
2434,15636.0,89,2,724.76,2,2,3
99,12468.0,143,3,724.04,1,3,3
1037,13736.0,5,3,724.0,4,3,3
104,12475.0,53,1,723.38,2,1,3
2378,15561.0,11,5,722.74,4,3,3
2396,15584.0,23,5,722.61,3,3,3
3810,17521.0,24,4,721.96,3,3,3
1864,14869.0,3,3,721.95,4,3,3
2166,15272.0,57,2,721.94,2,2,3
780,13370.0,366,2,721.32,1,2,3
4202,18062.0,173,3,720.52,1,3,3
2717,16023.0,46,3,719.81,3,3,3
1362,14179.0,40,2,719.78,3,2,3
1762,14725.0,24,1,718.08,3,1,3
4075,17884.0,3,4,717.45,4,3,3
2167,15274.0,4,2,716.57,4,2,3
153,12535.0,91,2,716.35,2,2,3
3457,17029.0,110,2,716.0,2,2,3
4256,18133.0,211,2,715.5,1,2,3
2207,15330.0,32,2,714.96,3,2,3
2529,15757.0,65,2,714.42,2,2,3
631,13169.0,63,2,712.88,2,2,3
614,13147.0,10,4,712.8,4,3,3
3990,17761.0,32,1,712.78,3,1,3
807,13416.0,43,2,712.5,3,2,3
3897,17642.0,119,2,712.29,2,2,3
2602,15855.0,136,5,712.24,2,3,3
1012,13705.0,7,3,711.86,4,3,3
3564,17179.0,178,3,711.79,1,3,3
689,13249.0,92,3,711.41,2,3,3
3776,17472.0,191,3,710.29,1,3,3
1323,14127.0,122,3,709.71,2,3,3
2801,16136.0,59,3,709.38,2,3,3
65,12427.0,11,5,708.37,4,3,3
351,12781.0,21,5,707.72,3,3,3
88,12453.0,134,1,707.09,2,1,3
2971,16364.0,11,2,707.04,4,2,3
3815,17526.0,1,8,706.7,4,4,3
1870,14880.0,77,3,706.19,2,3,3
3352,16882.0,66,3,705.12,2,3,3
4114,17934.0,51,2,704.25,2,2,3
2804,16140.0,52,4,703.77,2,3,3
426,12883.0,24,4,703.47,3,3,3
4219,18082.0,25,1,703.37,3,1,3
2031,15103.0,31,2,703.36,3,2,3
3238,16730.0,52,4,702.79,2,3,3
2389,15574.0,177,4,702.25,1,3,3
3437,16997.0,288,3,702.0,1,3,3
1862,14867.0,185,4,701.33,1,3,3
3659,17321.0,8,2,700.86,4,2,3
3972,17734.0,53,3,700.63,2,3,3
2558,15800.0,107,2,699.08,2,2,3
693,13258.0,11,3,698.58,4,3,3
4015,17796.0,40,4,697.9,3,3,3
1993,15053.0,4,3,697.79,4,3,3
940,13596.0,5,2,697.04,4,2,3
3717,17397.0,22,2,696.41,3,2,3
53,12413.0,66,5,694.15,2,3,3
454,12925.0,4,2,694.05,4,2,3
944,13601.0,45,2,693.32,3,2,3
3577,17198.0,23,3,692.22,3,3,3
3971,17733.0,38,2,692.19,3,2,3
1112,13838.0,5,4,691.73,4,3,3
2710,16015.0,3,4,690.54,4,3,3
4221,18085.0,330,2,689.95,1,2,3
523,13023.0,64,2,689.9,2,2,3
4304,18196.0,95,2,689.13,2,2,3
3792,17502.0,9,4,689.1,4,3,3
1079,13799.0,116,2,688.86,2,2,3
1312,14111.0,14,5,688.6,4,3,3
1375,14201.0,60,9,688.04,2,4,3
2927,16309.0,91,3,686.67,2,3,3
258,12658.0,18,1,686.05,3,1,3
1236,14009.0,198,3,685.93,1,3,3
1924,14959.0,59,5,684.97,2,3,3
2790,16122.0,73,4,684.42,2,3,3
3069,16495.0,3,3,684.41,4,3,3
466,12942.0,131,3,683.9,2,3,3
1393,14222.0,177,1,683.17,1,1,3
392,12838.0,33,2,683.13,3,2,3
2395,15582.0,24,3,682.91,3,3,3
905,13548.0,96,2,682.41,2,2,3
4257,18135.0,29,5,681.91,3,3,3
2862,16212.0,19,3,681.19,3,3,3
51,12410.0,301,3,681.08,1,3,3
107,12478.0,3,1,680.99,4,1,3
679,13238.0,11,5,680.83,4,3,3
2188,15304.0,60,10,680.3,2,4,3
2093,15181.0,66,5,680.28,2,3,3
892,13524.0,40,5,680.18,3,3,3
3345,16872.0,77,3,680.02,2,3,3
3172,16642.0,4,3,679.83,4,3,3
1806,14788.0,7,2,679.44,4,2,3
948,13607.0,40,1,678.01,3,1,3
2462,15669.0,40,5,677.69,3,3,3
535,13040.0,8,2,676.99,4,2,3
2981,16377.0,267,1,676.2,1,1,3
2429,15626.0,74,2,675.8,2,2,3
746,13325.0,81,1,675.3,2,1,3
3012,16418.0,44,3,675.27,3,3,3
768,13355.0,122,1,674.7,2,1,3
3036,16449.0,190,3,674.69,1,3,3
840,13464.0,58,1,674.68,2,1,3
3982,17749.0,178,2,674.52,1,2,3
1194,13951.0,176,3,674.45,1,3,3
1598,14504.0,47,4,673.26,3,3,3
4248,18121.0,149,2,673.1,1,2,3
956,13623.0,30,7,672.44,3,4,3
1689,14628.0,91,2,671.96,2,2,3
4074,17883.0,3,4,671.77,4,3,3
239,12638.0,33,1,671.69,3,1,3
2666,15951.0,1,3,669.57,4,3,3
3645,17299.0,11,4,669.11,4,3,3
1700,14643.0,170,3,668.61,1,3,3
57,12418.0,112,1,668.58,2,1,3
2985,16383.0,74,2,668.36,2,2,3
1973,15031.0,4,4,668.14,4,3,3
4178,18022.0,35,1,668.11,3,1,3
2903,16268.0,71,2,667.65,2,2,3
1489,14356.0,60,4,666.94,2,3,3
2259,15400.0,92,6,666.7,2,4,3
1041,13741.0,71,4,666.33,2,3,3
4002,17777.0,24,3,665.86,3,3,3
3515,17105.0,159,2,665.78,1,2,3
1979,15038.0,43,7,665.59,3,4,3
2742,16056.0,45,1,664.85,3,1,3
1204,13963.0,308,4,664.54,1,3,3
2858,16208.0,44,2,664.26,3,2,3
2484,15700.0,172,3,664.03,1,3,3
1759,14720.0,5,3,663.81,4,3,3
681,13240.0,96,4,663.65,2,3,3
3737,17423.0,45,4,663.63,3,3,3
1373,14198.0,4,7,663.5,4,4,3
3769,17462.0,51,3,662.94,2,3,3
1556,14451.0,60,2,662.59,2,2,3
1673,14603.0,274,1,660.0,1,1,3
526,13028.0,22,3,659.68,3,3,3
2325,15492.0,28,2,659.46,3,2,3
886,13518.0,85,1,659.44,2,1,3
1056,13759.0,33,2,659.41,3,2,3
2964,16357.0,33,3,658.88,3,3,3
1341,14150.0,35,2,658.64,3,2,3
4068,17874.0,185,7,658.26,1,4,3
3210,16696.0,135,4,657.9,2,3,3
1828,14818.0,73,3,657.8,2,3,3
3766,17459.0,43,2,657.3,3,2,3
221,12616.0,85,5,657.25,2,3,3
2469,15677.0,49,1,657.23,3,1,3
542,13049.0,64,2,656.68,2,2,3
3217,16708.0,45,1,656.63,3,1,3
2104,15197.0,8,5,656.44,4,3,3
2795,16127.0,39,1,656.25,3,1,3
1882,14894.0,85,1,655.75,2,1,3
3274,16774.0,67,5,654.92,2,3,3
1706,14651.0,67,2,654.6,2,2,3
3718,17398.0,114,3,653.38,2,3,3
4270,18151.0,134,2,653.35,2,2,3
2709,16014.0,35,4,653.13,3,3,3
1261,14044.0,26,4,652.82,3,3,3
1634,14548.0,150,2,652.8,1,2,3
3812,17523.0,11,4,652.74,4,3,3
2969,16362.0,32,9,652.07,3,4,3
3240,16734.0,52,3,650.51,2,3,3
3051,16469.0,23,4,650.43,3,3,3
2386,15571.0,11,4,650.43,4,3,3
3419,16969.0,39,3,650.41,3,3,3
2027,15098.0,182,5,649.5,1,3,3
2110,15205.0,85,3,648.83,2,3,3
819,13430.0,18,4,648.69,3,3,3
3124,16573.0,73,4,648.41,2,3,3
916,13564.0,144,5,647.74,1,3,2
2440,15643.0,179,6,647.4,1,4,2
3698,17373.0,40,4,646.92,3,3,2
197,12589.0,28,2,646.68,3,2,2
2446,15651.0,36,3,646.3,3,3,2
3827,17545.0,43,3,645.96,3,3,2
1852,14855.0,119,2,645.65,2,2,2
1836,14829.0,29,6,644.65,3,4,2
3653,17312.0,138,3,644.3,2,3,2
2818,16157.0,15,4,644.24,4,3,2
1322,14126.0,7,4,643.63,4,3,2
217,12612.0,57,2,643.59,2,2,2
3023,16431.0,213,3,642.81,1,3,2
1243,14020.0,16,2,642.8,4,2,2
531,13034.0,54,2,642.77,2,2,2
4003,17779.0,21,5,642.17,3,3,2
3471,17046.0,157,1,642.02,1,1,2
3109,16554.0,3,7,641.55,4,4,2
229,12624.0,106,2,641.13,2,2,2
808,13417.0,4,2,640.83,4,2,2
739,13318.0,1,3,640.76,4,3,2
235,12631.0,57,1,640.5,2,1,2
2645,15919.0,19,2,639.89,3,2,2
3805,17515.0,31,4,639.02,3,3,2
3031,16444.0,46,5,638.77,3,3,2
4276,18160.0,57,2,638.06,2,2,2
1781,14754.0,44,2,638.05,3,2,2
1717,14664.0,19,2,637.89,3,2,2
1324,14128.0,60,2,637.5,2,2,2
1578,14481.0,164,2,636.51,1,2,2
2582,15829.0,99,2,636.14,2,2,2
2246,15384.0,169,3,635.76,1,3,2
2538,15773.0,5,1,635.68,4,1,2
2803,16139.0,18,3,635.41,3,3,2
2029,15100.0,330,6,635.1,1,4,2
2182,15297.0,10,4,635.04,4,3,2
4153,17985.0,22,1,634.95,3,1,2
1230,14000.0,206,2,633.71,1,2,2
1985,15045.0,151,3,633.66,1,3,2
1154,13892.0,26,4,632.97,3,3,2
1391,14220.0,247,2,632.4,1,2,2
1450,14301.0,107,2,632.04,2,2,2
1100,13822.0,5,2,632.0,4,2,2
1244,14021.0,155,3,631.9,1,3,2
2142,15244.0,65,2,631.57,2,2,2
4157,17990.0,236,3,630.84,1,3,2
4159,17994.0,121,6,629.69,2,4,2
539,13046.0,30,2,629.31,3,2,2
893,13525.0,14,2,628.78,4,2,2
1732,14687.0,106,1,628.38,2,1,2
2716,16022.0,260,1,628.28,1,1,2
790,13388.0,121,3,627.15,2,3,2
1971,15028.0,8,4,627.13,4,3,2
904,13546.0,12,3,626.99,4,3,2
2260,15402.0,148,2,626.77,1,2,2
1255,14036.0,284,1,626.65,1,1,2
4319,18218.0,206,4,626.38,1,3,2
1503,14382.0,26,1,626.07,3,1,2
3252,16750.0,44,5,623.93,3,3,2
3227,16718.0,369,1,623.75,1,1,2
778,13368.0,256,2,623.4,1,2,2
2154,15258.0,168,2,623.16,1,2,2
3789,17499.0,289,1,622.88,1,1,2
2094,15182.0,154,2,622.85,1,2,2
4063,17867.0,30,8,622.75,3,4,2
4318,18217.0,29,2,621.75,3,2,2
3377,16915.0,9,6,621.68,4,4,2
3896,17640.0,86,1,621.66,2,1,2
799,13402.0,127,2,621.23,2,2,2
2805,16141.0,88,1,620.4,2,1,2
265,12667.0,58,1,620.13,2,1,2
1617,14529.0,60,3,620.04,2,3,2
863,13493.0,275,2,618.63,1,2,2
3151,16613.0,70,1,618.59,2,1,2
203,12596.0,51,2,618.27,2,2,2
726,13301.0,103,4,618.09,2,3,2
1666,14593.0,21,3,617.99,3,3,2
866,13496.0,10,3,617.93,4,3,2
1500,14377.0,191,2,617.05,1,2,2
3030,16442.0,1,3,616.79,4,3,2
1173,13925.0,36,6,616.65,3,4,2
2928,16311.0,17,2,616.26,3,2,2
2118,15215.0,44,6,615.99,3,4,2
2700,16005.0,12,4,615.39,4,3,2
612,13145.0,39,5,614.77,3,3,2
3118,16566.0,15,6,614.01,4,4,2
1166,13914.0,3,3,613.95,4,3,2
2009,15073.0,9,4,612.43,4,3,2
4268,18149.0,50,3,612.08,2,3,2
2132,15232.0,113,2,612.06,2,2,2
2442,15645.0,18,1,612.01,3,1,2
2779,16109.0,218,2,611.88,1,2,2
1342,14152.0,75,3,611.09,2,3,2
1034,13731.0,219,2,610.59,1,2,2
270,12673.0,5,2,610.52,4,2,2
2554,15795.0,149,1,610.01,1,1,2
770,13357.0,257,1,609.95,1,1,2
1694,14636.0,36,2,609.85,3,2,2
2168,15275.0,31,2,609.19,3,2,2
1181,13933.0,109,2,608.79,2,2,2
2069,15147.0,218,2,608.65,1,2,2
307,12719.0,5,3,608.1,4,3,2
1477,14342.0,21,6,607.71,3,4,2
2388,15573.0,31,2,607.45,3,2,2
459,12933.0,24,4,606.28,3,3,2
1751,14710.0,14,4,606.13,4,3,2
902,13539.0,85,4,605.84,2,3,2
4047,17849.0,218,4,605.8,1,3,2
1151,13888.0,119,2,605.63,2,2,2
3797,17507.0,261,2,605.58,1,2,2
676,13233.0,74,2,605.12,2,2,2
911,13558.0,5,4,605.06,4,3,2
1725,14675.0,16,1,604.75,4,1,2
3915,17664.0,18,2,604.64,3,2,2
468,12944.0,35,2,604.51,3,2,2
3239,16732.0,31,1,603.75,3,1,2
250,12649.0,107,4,603.71,2,3,2
168,12556.0,50,2,603.71,2,2,2
2799,16134.0,21,3,603.69,3,3,2
296,12707.0,291,1,603.42,1,1,2
3621,17259.0,148,2,603.37,1,2,2
2202,15322.0,64,2,602.97,2,2,2
2233,15366.0,75,2,602.51,2,2,2
2925,16306.0,213,9,602.27,1,4,2
4081,17890.0,322,2,602.09,1,2,2
255,12654.0,10,5,601.98,4,3,2
1677,14609.0,72,4,601.56,2,3,2
4294,18183.0,218,6,600.52,1,4,2
58,12420.0,63,1,600.39,2,1,2
4313,18211.0,25,5,600.07,3,3,2
683,13243.0,203,1,600.07,1,1,2
417,12872.0,326,2,599.97,1,2,2
2444,15648.0,204,4,599.9,1,3,2
1891,14905.0,154,3,599.9,1,3,2
142,12521.0,142,1,599.68,2,1,2
1930,14965.0,96,2,599.0,2,2,2
3735,17420.0,50,3,598.83,2,3,2
1568,14467.0,17,4,598.76,3,3,2
2499,15720.0,24,1,598.73,3,1,2
734,13311.0,4,2,598.57,4,2,2
1201,13959.0,79,3,598.2,2,3,2
2921,16298.0,22,3,598.2,3,3,2
4060,17864.0,12,3,597.5,4,3,2
3284,16788.0,123,2,597.48,2,2,2
1702,14645.0,156,2,597.09,1,2,2
2244,15381.0,213,2,596.85,1,2,2
4343,18246.0,23,2,596.1,3,2,2
185,12577.0,35,4,595.4,3,3,2
3180,16654.0,141,5,594.97,2,3,2
3264,16763.0,185,2,594.9,1,2,2
1309,14108.0,30,3,594.16,3,3,2
2289,15442.0,248,1,594.0,1,1,2
447,12917.0,128,1,594.0,2,1,2
3098,16535.0,5,1,593.75,4,1,2
3524,17119.0,3,3,593.61,4,3,2
2785,16116.0,205,2,592.88,1,2,2
1091,13811.0,183,4,591.75,1,3,2
708,13276.0,63,2,590.93,2,2,2
1328,14133.0,129,5,590.34,2,3,2
704,13270.0,366,1,590.0,1,1,2
832,13452.0,259,2,590.0,1,2,2
1872,14882.0,26,2,589.7,3,2,2
4250,18123.0,24,2,589.44,3,2,2
2853,16203.0,58,5,589.15,2,3,2
3232,16723.0,91,2,589.15,2,2,2
2427,15624.0,116,4,588.13,2,3,2
3681,17351.0,36,3,587.15,3,3,2
134,12513.0,84,2,586.79,2,2,2
3688,17360.0,17,3,585.79,3,3,2
2124,15222.0,318,1,585.0,1,1,2
2986,16384.0,89,2,584.5,2,2,2
2752,16072.0,288,1,584.32,1,1,2
1246,14023.0,7,2,584.07,4,2,2
910,13557.0,28,2,584.06,3,2,2
2532,15762.0,65,2,583.75,2,2,2
3324,16838.0,197,3,582.9,1,3,2
2675,15969.0,2,4,582.9,4,3,2
64,12426.0,194,1,582.73,1,1,2
816,13427.0,19,3,582.6,3,3,2
4142,17970.0,211,1,582.59,1,1,2
4333,18232.0,81,5,582.47,2,3,2
288,12695.0,7,4,582.1,4,3,2
1737,14692.0,137,5,582.05,2,3,2
2536,15768.0,115,4,581.83,2,3,2
4228,18095.0,312,2,580.05,1,2,2
3370,16906.0,81,4,579.77,2,3,2
3539,17142.0,239,1,579.0,1,1,2
718,13292.0,38,2,578.94,3,2,2
736,13314.0,1,4,578.66,4,3,2
1435,14284.0,30,3,578.45,3,3,2
1523,14410.0,15,15,576.3,4,4,2
3378,16916.0,23,2,576.26,3,2,2
2370,15550.0,4,4,575.63,4,3,2
2954,16345.0,44,1,575.41,3,1,2
858,13487.0,57,3,575.4,2,3,2
1354,14167.0,39,4,574.84,3,3,2
354,12784.0,9,2,574.42,4,2,2
1463,14323.0,114,4,574.26,2,3,2
2187,15303.0,290,1,574.02,1,1,2
1359,14176.0,297,5,574.0,1,3,2
2269,15415.0,313,1,572.81,1,1,2
785,13379.0,26,3,572.56,3,3,2
802,13405.0,74,3,572.45,2,3,2
373,12816.0,95,2,572.2,2,2,2
3879,17616.0,173,3,571.2,1,3,2
2576,15821.0,44,2,570.96,3,2,2
1665,14592.0,35,3,570.46,3,3,2
3825,17540.0,8,3,570.4,4,3,2
3189,16667.0,68,2,570.13,2,2,2
208,12601.0,189,6,569.56,1,4,2
742,13321.0,72,2,567.36,2,2,2
4269,18150.0,32,3,566.58,3,3,2
32,12384.0,28,3,566.16,3,3,2
3447,17014.0,8,4,565.58,4,3,2
1780,14753.0,87,1,563.15,2,1,2
3624,17265.0,138,2,562.9,2,2,2
54,12414.0,217,3,562.41,1,3,2
1189,13946.0,79,3,561.57,2,3,2
537,13044.0,291,1,560.47,1,1,2
1430,14273.0,51,4,559.97,2,3,2
2908,16275.0,196,1,559.87,1,1,2
1515,14400.0,141,2,559.7,2,2,2
4191,18043.0,24,3,559.51,3,3,2
412,12866.0,283,1,559.12,1,1,2
3793,17503.0,2,2,558.96,4,2,2
1080,13800.0,309,1,558.32,1,1,2
695,13260.0,61,1,557.62,2,1,2
2212,15339.0,66,3,557.57,2,3,2
4129,17955.0,198,4,557.3,1,3,2
3642,17295.0,28,3,556.95,3,3,2
1186,13939.0,23,4,556.75,3,3,2
2987,16385.0,60,3,555.89,2,3,2
1096,13816.0,23,4,555.04,3,3,2
1820,14805.0,15,4,554.65,4,3,2
1360,14177.0,84,5,554.46,2,3,2
1880,14891.0,148,2,554.38,1,2,2
1473,14338.0,158,4,554.22,1,3,2
2005,15068.0,46,2,553.36,3,2,2
423,12879.0,44,4,552.57,3,3,2
16,12363.0,109,2,552.0,2,2,2
2196,15315.0,64,3,551.54,2,3,2
3924,17674.0,74,2,551.04,2,2,2
3640,17291.0,308,1,550.8,1,1,2
3603,17235.0,25,2,550.06,3,2,2
35,12390.0,79,1,549.84,2,1,2
2949,16340.0,107,1,549.07,2,1,2
2724,16031.0,92,2,548.94,2,2,2
2583,15830.0,29,2,547.7,3,2,2
3303,16811.0,4,2,547.07,4,2,2
3894,17637.0,31,2,547.06,3,2,2
3809,17520.0,53,1,546.81,2,1,2
327,12743.0,134,2,546.43,2,2,2
4021,17806.0,11,1,546.04,4,1,2
361,12793.0,334,2,545.48,1,2,2
496,12987.0,73,3,545.0,2,3,2
3056,16475.0,88,4,544.3,2,3,2
953,13617.0,40,3,544.18,3,3,2
792,13390.0,74,1,544.08,2,1,2
3386,16927.0,115,3,543.05,2,3,2
2861,16211.0,81,2,542.77,2,2,2
710,13278.0,40,1,542.73,3,1,2
2876,16230.0,189,2,542.03,1,2,2
3755,17447.0,40,2,541.53,3,2,2
3838,17557.0,14,3,541.46,4,3,2
4088,17897.0,172,4,541.1,1,3,2
1948,14997.0,46,4,540.98,3,3,2
1138,13874.0,358,1,540.45,1,1,2
3099,16536.0,107,2,539.02,2,2,2
1092,13812.0,42,3,539.0,3,3,2
1590,14496.0,311,2,538.81,1,2,2
2297,15452.0,29,3,538.73,3,3,2
1679,14618.0,9,4,538.59,4,3,2
2362,15539.0,7,1,538.46,4,1,2
2910,16278.0,23,3,537.83,3,3,2
3675,17345.0,15,4,537.74,4,3,2
1572,14474.0,43,2,537.71,3,2,2
1626,14539.0,15,2,537.48,4,2,2
2856,16206.0,54,4,537.06,2,3,2
1983,15043.0,31,1,537.0,3,1,2
3296,16804.0,23,3,536.99,3,3,2
171,12559.0,310,3,536.21,1,3,2
1156,13894.0,22,5,535.97,3,3,2
2806,16142.0,249,1,535.34,1,1,2
497,12988.0,292,1,535.32,1,1,2
506,13000.0,106,3,534.85,2,3,2
789,13385.0,329,1,534.57,1,1,2
3484,17062.0,313,5,534.47,1,3,2
821,13434.0,74,2,534.24,2,2,2
3752,17443.0,219,1,534.24,1,1,2
2528,15756.0,61,4,532.96,2,3,2
2579,15825.0,172,1,532.94,1,1,2
3216,16706.0,37,3,531.35,3,3,2
1425,14265.0,109,2,530.18,2,2,2
4275,18159.0,301,1,530.15,1,1,2
3392,16933.0,1,5,530.08,4,3,2
1232,14002.0,134,2,529.73,2,2,2
1565,14463.0,98,3,529.62,2,3,2
2841,16185.0,16,2,529.41,4,2,2
3890,17631.0,1,3,528.33,4,3,2
3884,17623.0,32,1,527.05,3,1,2
4348,18252.0,50,2,526.67,2,2,2
4079,17888.0,18,10,525.78,3,4,2
3639,17290.0,3,2,525.24,4,2,2
2627,15891.0,226,1,524.52,1,1,2
1026,13721.0,36,1,524.14,3,1,2
3663,17329.0,14,2,523.11,4,2,2
